session,Paper,Year,question_id,Question,Type,Marks,AO,Spec Code,Text,Mark Scheme,Extra Notes,question_page_start,question_page_end,mark_scheme_start_page,mark_scheme_end_page,has_figure,figure_labels_joined,has_table,table_labels_joined,source_qp,source_ms,figure_labels,table_labels,PDF Link
Jun18, 1H,2018,7,7.4,short answer,1,AO3,4.2.2.1,"Give the reason why the measurement of the time taken for the indicator to become 
 colourless might be inaccurate.",observation of colour change is subjective / based on opinion,"ignore human error unqualified
 ignore experimental error or examples of this",27,27,16,16,FALSE,,FALSE,,AQA-84611H-QP-JUN18.PDF,AQA-84611H-W-MS-JUN18.PDF,[],[],https://drive.google.com/file/d/1uYwjjKOW7NpI7THSCuHQCMB8wcORBwsH/view
Jun18, 1H,2018,7,7.5,short answer,3,AO1,4.2.2.1,Explain the difference in the results for the two test tubes in Table 9.,"bile emulsifies fats
 creates a larger surface area (of fat)
 (so) lipase can break down fat (to produce fatty acids) more quickly / effectively","allow a correct description of emulsification (ie breaks fat from large droplets into smaller droplets)
 do not accept a description of chemical breakdown
 allow fatty acids produced by action of lipase more quickly",27,27,16,16,FALSE,,TRUE,Table 9,AQA-84611H-QP-JUN18.PDF,AQA-84611H-W-MS-JUN18.PDF,[],['Table 9'],https://drive.google.com/file/d/1uYwjjKOW7NpI7THSCuHQCMB8wcORBwsH/view
Jun22, 1H,2022,1,1.1,table completion,3,AO1,4.1.1.1; 4.1.1.2,"This question is about cells and transport.
 Complete Table 1.
 Table 1
 | Name of cell part | Function of cell part |
 |---|---|
 | | Contains genetic information |
 | Mitochondria | |
 | | Controls the movement of substances into and 
 out of the cell |","nucleus
 (site of aerobic) respiration
 (cell) membrane
 must be in this order","allow chromosomes
 allow plasmid
 allow makes ATP 
 or releases energy
 do not accept produces / makes 
 / creates energy
 do not accept anaerobic 
 respiration",3,3,3,3,FALSE,,TRUE,Table 1,AQA-84611H-QP-JUN22.PDF,AQA-84611H-MS-JUN22.PDF,[],['Table 1'],https://drive.google.com/file/d/1Qd0euC0e6LG5LBQWU6K9bLWeJss2c2Im/view
Jun22, 1H,2022,1,1.2,short answer,1,AO1,4.1.1.2; 4.4.1.1,"Cells in potatoes are plant cells.
 Cells in potatoes do not contain chloroplasts.
 What is the function of chloroplasts?",photosynthesis,"allow produce glucose / sugar
 allow to absorb (sun) light
 ignore contains chlorophyll",3,3,3,3,FALSE,,FALSE,,AQA-84611H-QP-JUN22.PDF,AQA-84611H-MS-JUN22.PDF,[],[],https://drive.google.com/file/d/1Qd0euC0e6LG5LBQWU6K9bLWeJss2c2Im/view
Jun22, 1H,2022,1,1.3,short answer,1,AO1,4.1.1.3; 4.2.3.1; 4.2.3.2,Name one type of cell in a potato plant that does not contain chloroplasts.,root (hair),"allow xylem / phloem / epidermis
 / meristem",3,3,3,3,FALSE,,FALSE,,AQA-84611H-QP-JUN22.PDF,AQA-84611H-MS-JUN22.PDF,[],[],https://drive.google.com/file/d/1Qd0euC0e6LG5LBQWU6K9bLWeJss2c2Im/view
Jun22, 1H,2022,1,1.4,multiple choice,1,AO1,4.1.3.2; RPA3,"A student investigated the effect of salt concentration on pieces of potato.
 This is the method used.
 1. Cut three pieces of potato of the same size.
 2. Record the mass of each potato piece.
 3. Add 150 cm3 of 0.4 mol/dm3 salt solution to a beaker.
 4. Place each potato piece into the beaker.
 5. After 30 minutes, remove each potato piece and dry the surface with a paper towel.
 6. Record the mass of each potato piece.
 7. Repeat steps 1 to 6 using different concentrations of salt solution.
 What is the independent variable in the investigation?
 Tick (ü) one box.
 [ ] Concentration of salt solution
 [ ] Mass of potato piece
 [ ] Time potato is left in salt solution
 [ ] Volume of salt solution",concentration of salt solution,,4,4,4,4,FALSE,,FALSE,,AQA-84611H-QP-JUN22.PDF,AQA-84611H-MS-JUN22.PDF,[],[],https://drive.google.com/file/d/1Qd0euC0e6LG5LBQWU6K9bLWeJss2c2Im/view
Jun22, 1H,2022,1,1.5,short answer,1,AO2,4.1.3.2; RPA3,"Why did the student dry the surface of each potato piece with a paper towel 
 in step 5?","to make sure only the potato mass was measured
 or
 if water / solution / liquid was left on (the potato), the mass would be higher / affected","allow (to) remove excess water 
 / solution / liquid
 do not accept if water / solution 
 / liquid was left on (potato) the 
 mass would be lower
 ignore to remove water / 
 solution / liquid on the outside / 
 surface (of potato)",4,4,4,4,FALSE,,FALSE,,AQA-84611H-QP-JUN22.PDF,AQA-84611H-MS-JUN22.PDF,[],[],https://drive.google.com/file/d/1Qd0euC0e6LG5LBQWU6K9bLWeJss2c2Im/view
Jun22, 1H,2022,1,1.6,calculation,2,AO2,4.1.3.2; RPA3,"The student calculated the percentage change in mass of each potato piece.
 For one potato piece:
 • the starting mass was 2.5 g
 • the end mass was 2.7 g.
 Calculate the percentage increase in mass of the potato piece.
 Use the equation:
 percentage increase in mass = increase in mass
 starting mass
 × 100
 Percentage increase in mass = ____ %","0.2/2.5 × 100 = 8 (%)
 allow (2.7 − 2.5)/2.5 × 100 = 8 (%)","if no other mark awarded allow 1
 mark for
 2.5 − 2.7
 2.5 ×100 = − 8 (%)",5,5,5,5,FALSE,,FALSE,,AQA-84611H-QP-JUN22.PDF,AQA-84611H-MS-JUN22.PDF,[],[],https://drive.google.com/file/d/1Qd0euC0e6LG5LBQWU6K9bLWeJss2c2Im/view
Jun22, 1H,2022,1,1.7,table completion,4,AO2,4.1.3.2; RPA3,"The student used the results from each potato piece to calculate the mean percentage 
 change in mass at each concentration.
 Table 2 shows the results.
 Table 2
 | Concentration of 
 salt solution in 
 mol/dm3 | Mean percentage (%) 
 change in mass |
 |---|---|
 | 0.0 | 9.8 |
 | 0.1 | 9.5 |
 | 0.2 | 7.0 |
 | 0.3 | 0.4 |
 | 0.4 | −1.4 |
 Complete Figure 1.
 You should:
 • label the x-axis
 • use a suitable scale for the x-axis
 • plot the data from Table 2
 • draw a line of best fit.","correct scale and axis labelled (concentration (of salt solution) in mol/dm3)
 all points plotted correctly
 curved line of best fit
 max 3 marks for bar chart","scale must take up at least 50% 
 of grid
 allow a tolerance of ± ½ small 
 square
 allow 3 or 4 correct plots for 1 
 mark
 ignore line extended beyond 
 0.4 mol/dm3 
 ignore line joined point to point
 with straight lines",6,7,6,7,TRUE,Figure 1,TRUE,Table 2,AQA-84611H-QP-JUN22.PDF,AQA-84611H-MS-JUN22.PDF,['Figure 1'],['Table 2'],https://drive.google.com/file/d/1Qd0euC0e6LG5LBQWU6K9bLWeJss2c2Im/view
Jun22, 1H,2022,1,1.8,short answer,1,AO2,4.1.3.2; RPA3,"What concentration of salt solution was equal to the concentration of the 
 solution inside the potato pieces? 
 Use Figure 1.
 Concentration = ____ mol/dm3",correct answer from their line drawn on Figure 1,"allow a tolerance of ± ½ small 
 square
 ignore line joined point to point
 with straight lines if a line of best 
 fit is drawn
 if no line of best fit is drawn, 
 allow an answer in the range 
 0.31 – 0.33 (mol/dm3 )",7,7,6,7,TRUE,Figure 1,FALSE,,AQA-84611H-QP-JUN22.PDF,AQA-84611H-MS-JUN22.PDF,['Figure 1'],[],https://drive.google.com/file/d/1Qd0euC0e6LG5LBQWU6K9bLWeJss2c2Im/view
Jun22, 1H,2022,1,1.9,extended response,3,AO2,4.1.3.2; RPA3,Explain why the potato pieces in the 0.4 mol/dm3 salt solution decreased in mass.,"water moves out of cells / potato by osmosis
 (because) the solution in the cells / potato is less concentrated than outside
 or
 (because) the solution in the cells / potato is more dilute than outside","allow ‘pieces’ for potato 
 throughout 
 allow by diffusion through a 
 partially / selectively / semi 
 permeable membrane 
 allow (because) the solution 
 outside the cells / potato is more 
 concentrated than inside
 allow (because) the solution 
 outside the cells / potato is less 
 dilute than inside
 allow correct references to water 
 concentration / potential
 ignore reference to amount of 
 water or salt
 do not accept water moves from 
 an area of high (solute) 
 concentration to an area of low 
 (solute) concentration",8,8,8,8,FALSE,,FALSE,,AQA-84611H-QP-JUN22.PDF,AQA-84611H-MS-JUN22.PDF,[],[],https://drive.google.com/file/d/1Qd0euC0e6LG5LBQWU6K9bLWeJss2c2Im/view
Jun22, 1H,2022,2,2.1,short answer,1,AO3,4.1.1.1; 4.1.1.2,"Plant cells and fungal cells are similar in structure. 
 Figure 2 shows a fungal cell.
 Name one structure in Figure 2 which is present in both plant cells and fungal cells 
 but not in animal cells.","(cell) wall
 or
 (large / permanent) vacuole",ignore cellulose,9,9,9,9,TRUE,Figure 2,FALSE,,AQA-84611H-QP-JUN22.PDF,AQA-84611H-MS-JUN22.PDF,['Figure 2'],[],https://drive.google.com/file/d/1LJe_yVL1Viqa439niJ4IpbtyCMJerrxw/view
Jun22, 1H,2022,2,2.2,multiple choice,1,AO1,4.3.1.4,"Which disease is caused by a fungus?
 Tick (ü) one box.
 [ ] Gonorrhoea
 [ ] Malaria
 [ ] Measles
 [ ] Rose black spot",rose black spot,,9,9,9,9,FALSE,,FALSE,,AQA-84611H-QP-JUN22.PDF,AQA-84611H-MS-JUN22.PDF,[],[],https://drive.google.com/file/d/1LJe_yVL1Viqa439niJ4IpbtyCMJerrxw/view
Jun22, 1H,2022,2,2.3,calculation,2,AO2,4.1.1.6; 4.1.1.1,"A fungal cell divides once every 90 minutes. 
 How many times would this fungal cell divide in 24 hours?
 Number of times cell divides in 24 hours = ____","24 × 60 / 90 = 16
 or
 24 / 1.5 = 16","allow 
 1440
 90
 do not accept if a unit is given",10,10,10,10,FALSE,,FALSE,,AQA-84611H-QP-JUN22.PDF,AQA-84611H-MS-JUN22.PDF,[],[],https://drive.google.com/file/d/1LJe_yVL1Viqa439niJ4IpbtyCMJerrxw/view
Jun22, 1H,2022,2,2.4,multiple choice,1,AO1,4.2.2.1,"Some types of fungal cell are grown to produce high-protein food. 
 The high-protein food can be used to make meat-free burgers.
 Where is protein digested in the human digestive system?
 Tick (ü) one box.
 [ ] Large intestine
 [ ] Liver
 [ ] Salivary glands
 [ ] Stomach",stomach,,11,11,11,11,FALSE,,FALSE,,AQA-84611H-QP-JUN22.PDF,AQA-84611H-MS-JUN22.PDF,[],[],https://drive.google.com/file/d/1LJe_yVL1Viqa439niJ4IpbtyCMJerrxw/view
Jun22, 1H,2022,2,2.5,multiple choice,1,AO1,4.2.2.1; RPA4,"Which chemical could be used to test if the burgers contain protein?
 Tick (ü) one box.
 [ ] Benedict’s reagent
 [ ] Biuret reagent
 [ ] Ethanol
 [ ] Iodine solution",biuret reagent,,11,11,11,11,FALSE,,FALSE,,AQA-84611H-QP-JUN22.PDF,AQA-84611H-MS-JUN22.PDF,[],[],https://drive.google.com/file/d/1LJe_yVL1Viqa439niJ4IpbtyCMJerrxw/view
Jun22, 1H,2022,2,2.6,extended response,6,AO3,4.2.2.1; 4.2.2.4; 4.2.2.5; 4.2.2.6,"Table 3 shows some information about burgers made from meat and 
 meat-free burgers.
 Table 3
 | Mass per 100 g of burger | Burgers made 
 from meat | Meat-free 
 burgers |
 |---|---|---|
 | Protein in g | 14.0 | 9.0 |
 | Fibre in g | 0.9 | 5.5 |
 | Fat in g | 16.0 | 5.2 |
 | Carbohydrate in g | 15.5 | 15.1 |
 | Cholesterol in mg | 120.0 | 0.0 |
 Evaluate the use of burgers made from meat compared with meat-free burgers in 
 providing humans with a healthy, balanced diet. 
 Use information from Table 3 and your own knowledge.","Level 3: A judgement, strongly linked and logically supported by a sufficient range of correct reasons, is given.
 Level 2: Some logically linked reasons are given. There may also be a simple judgement.
 Level 1: Relevant points are made. They are not logically linked.
 No relevant content.
 Indicative content:
 • meat-free burgers contain more fibre
 • aids digestion or prevents constipation
 • meat burgers contain more protein
 • for growth
 • meat burgers contain more fat
 • can cause CHD or heart attack or narrowing of arteries
 • may lead to needing a stent
 • may lead to obesity
 • obesity is a risk factor for (type 2) diabetes
 • meat burgers contain more cholesterol
 • can cause narrowing of arteries or CHD or heart attack
 • may lead to needing a stent
 • may need to take statins
 • both burgers have similar amounts of carbohydrate
 • good for providing energy
 • no information on vitamins / minerals provided for either burger
 • meat burgers require animals to be farmed
 • increase in methane in atmosphere
 • (methane) contributes to global warming
 • meat burgers require animals to be slaughtered
 • ethical issues
 • some people won’t eat meat-free burgers
 • (because) some people don’t like the idea of eating fungus
 • (because) some people prefer the taste of meat","For Level 2, comparisons and linked reasons using own knowledge 
 are required.",12,13,12,13,FALSE,,TRUE,Table 3,AQA-84611H-QP-JUN22.PDF,AQA-84611H-MS-JUN22.PDF,[],['Table 3'],https://drive.google.com/file/d/1LJe_yVL1Viqa439niJ4IpbtyCMJerrxw/view
Jun22, 1H,2022,3,3.1,table completion,2,AO3,4.1.1.5; RPA1,"A student prepared some onion cells.
 The student viewed the onion cells using a light microscope.
 This is the method used.
 1. Cut an onion into pieces using a sharp knife.
 2. Peel off a thin layer of onion epidermis from one piece of onion.
 3. Place the onion epidermis onto a microscope slide in a single flat layer.
 4. Add three drops of iodine solution.
 5. Slowly lower a cover slip at an angle onto the onion epidermis.
 6. Place the slide on the stage of the microscope.
 Table 4 shows a risk assessment for this experiment. 
 Complete Table 4. 
 Table 4
 | Hazard | Risk | Plan to minimise risk |
 |---|---|---|
 | Iodine solution 
 is an irritant | May cause allergic reaction or 
 skin rash | |
 | Sharp knife | | |","Iodine solution is an irritant | May cause allergic reaction or skin rash | wash skin immediately (after contact) or wear gloves or clean up spills
 Sharp knife | may cut you / someone / skin | cut away from the body or cut on a chopping board or keep fingers away from blade (when cutting)","allow method to prevent 
 spills e.g. use a dropper 
 bottle
 ignore do not spill
 allow description of how to 
 carry knife safely
 ignore use a blunt knife
 1 mark for each correct row",14,14,14,14,FALSE,,TRUE,Table 4,AQA-84611H-QP-JUN22.PDF,AQA-84611H-MS-JUN22.PDF,[],['Table 4'],https://drive.google.com/file/d/1X7Cklv08bEA2UzxInMoGko3Ae_9gRjl4/view
Jun22, 1H,2022,3,3.2,short answer,3,AO2,4.1.1.5; RPA1,"Give a reason for each of the following steps in the method.
 A thin layer of onion epidermis is used.
 Iodine solution is added to the onion epidermis.
 The cover slip is lowered onto the onion epidermis at an angle.","thin layer (to) help see individual cells
 iodine solution (to) stain / see the parts of the cell
 at an angle (to) prevent / reduce air bubbles","allow so light can penetrate
 allow visible named sub-cellular 
 structures e.g. nucleus, 
 cytoplasm, cell wall, 
 starch grains
 ignore chloroplast
 ignore (to) stain the cell",15,15,15,15,FALSE,,FALSE,,AQA-84611H-QP-JUN22.PDF,AQA-84611H-MS-JUN22.PDF,[],[],https://drive.google.com/file/d/1X7Cklv08bEA2UzxInMoGko3Ae_9gRjl4/view
Jun22, 1H,2022,3,3.3,calculation,5,AO1,4.1.1.5; RPA1,"Figure 3 shows what the student saw under the microscope at a magnification
 of ×400. 
 The length of cell Z in Figure 3 is 4.8 cm.
 Calculate the real length of cell Z.
 Give your answer in micrometres (µm).
 Real length of cell Z = ____ µm","recall of equation
 magnification = size of image / size of real object
 rearrangement of equation
 size of real object = size of image / magnification
 substitution
 4.8 / 400 = 0.012 (cm)
 conversion
 0.012 cm = 120 (µm)","allow 
 magnification =
 length of image
 length of real object
 ignore use of equation triangle
 allow 
 length of real object = 
 length of image
 magnification
 allow recall and rearrangement 
 of equation implied at any stage
 allow substitution of incorrectly 
 converted value 
 allow answer using incorrectly 
 converted value
 allow conversion to µm at any 
 stage",16,16,16,16,TRUE,Figure 3,FALSE,,AQA-84611H-QP-JUN22.PDF,AQA-84611H-MS-JUN22.PDF,['Figure 3'],[],https://drive.google.com/file/d/1X7Cklv08bEA2UzxInMoGko3Ae_9gRjl4/view
Jun22, 1H,2022,3,3.4,short answer,2,AO3,4.1.1.2; RPA1,"Figure 4 shows the student’s drawing of Figure 3.
 Give two ways the student could improve the drawing in Figure 4.
 1
 2","any two from:
 • include magnification / scale
 • use continuous lines or ensure no gaps in lines
 • do not draw overlapping cells
 • draw (wider) cell walls
 • do not shade
 • draw all the cells present
 • draw correct cell shapes
 • do not have gaps between cells
 • draw nuclei in correct location
 • label cell part(s)","ignore make it neater
 allow do not colour
 allow label named cell part(s)",17,17,17,17,TRUE,Figure 4,FALSE,,AQA-84611H-QP-JUN22.PDF,AQA-84611H-MS-JUN22.PDF,['Figure 4'],[],https://drive.google.com/file/d/1X7Cklv08bEA2UzxInMoGko3Ae_9gRjl4/view
